,score
tqwt_TKEO_std_dec_20,8.556452989141321e-05
tqwt_TKEO_mean_dec_7,8.390002347630996e-05
Ed_6_coef,8.387535150367386e-05
app_det_TKEO_mean_1_coef,7.936146792151793e-05
tqwt_TKEO_std_dec_7,7.640178253086864e-05
tqwt_entropy_shannon_dec_35,7.53990506547664e-05
VFER_std,7.522779356130071e-05
tqwt_energy_dec_4,7.404838078357747e-05
det_LT_TKEO_std_3_coef,7.218724140444852e-05
Ed2_9_coef,7.171488700753947e-05
tqwt_energy_dec_11,7.166647254452451e-05
tqwt_energy_dec_1,6.937515463775869e-05
Ed_5_coef,6.68823929062492e-05
tqwt_entropy_shannon_dec_3,6.383703062514773e-05
tqwt_kurtosisValue_dec_13,6.368515007600396e-05
det_LT_TKEO_std_2_coef,6.244105260432002e-05
tqwt_kurtosisValue_dec_7,6.053848110513182e-05
tqwt_energy_dec_3,6.0125583985912726e-05
Ed_4_coef,6.001561604066108e-05
tqwt_entropy_shannon_dec_6,5.9677367035178764e-05
Ed2_5_coef,5.9171273192773775e-05
b4,5.864958216216436e-05
tqwt_TKEO_std_dec_2,5.695363163764252e-05
tqwt_TKEO_std_dec_23,5.621166920918685e-05
Ed_8_coef,5.5227609907404154e-05
tqwt_energy_dec_2,5.459444384539989e-05
Ed2_1_coef,5.3716334377760105e-05
det_LT_TKEO_std_1_coef,5.208706723802478e-05
tqwt_TKEO_mean_dec_28,5.180997764164614e-05
det_TKEO_std_9_coef,5.1669799705138966e-05
tqwt_maxValue_dec_31,5.1188771227995324e-05
det_LT_TKEO_mean_2_coef,4.992820036609684e-05
tqwt_entropy_shannon_dec_4,4.828278816132762e-05
tqwt_entropy_shannon_dec_5,4.7497386376779925e-05
det_LT_TKEO_mean_1_coef,4.693153562840286e-05
Ed2_6_coef,4.6311366799426076e-05
tqwt_TKEO_mean_dec_27,4.5468872286401705e-05
Ed2_2_coef,4.545072294321479e-05
tqwt_energy_dec_30,4.4487642373751444e-05
tqwt_kurtosisValue_dec_14,4.399806981598134e-05
tqwt_entropy_shannon_dec_34,4.15902816323601e-05
tqwt_stdValue_dec_29,4.14960587420992e-05
det_LT_TKEO_std_5_coef,4.1245180701420836e-05
tqwt_maxValue_dec_29,3.905467218783252e-05
det_LT_TKEO_mean_6_coef,3.816387917887933e-05
det_LT_TKEO_mean_5_coef,3.747080296023395e-05
Ed_2_coef,3.659881171573304e-05
Ed_1_coef,3.5142652417813225e-05
tqwt_energy_dec_8,3.3841387800760366e-05
Ed2_10_coef,3.346305204300604e-05
tqwt_TKEO_std_dec_27,3.2702998022478374e-05
tqwt_TKEO_mean_dec_3,3.223093501127306e-05
b2,3.212537352931783e-05
tqwt_TKEO_mean_dec_26,3.2003475181803036e-05
tqwt_energy_dec_9,3.10745496748045e-05
Ed_7_coef,3.096560212846e-05
Ed_9_coef,2.9998710999004663e-05
tqwt_TKEO_std_dec_26,2.9450388987287603e-05
tqwt_energy_dec_5,2.8416269830728098e-05
Ed2_3_coef,2.798854326776295e-05
det_TKEO_mean_5_coef,2.7762878459611832e-05
det_TKEO_std_1_coef,2.73657485050846e-05
det_TKEO_std_5_coef,2.7075623163510263e-05
tqwt_stdValue_dec_31,2.695128918334974e-05
det_TKEO_mean_9_coef,2.6294851355276468e-05
det_TKEO_mean_1_coef,2.572956398036102e-05
det_LT_TKEO_std_6_coef,2.5408310252232452e-05
det_TKEO_std_2_coef,2.5130248928014945e-05
tqwt_maxValue_dec_33,2.4826937361227503e-05
Ed2_8_coef,2.4600816086688463e-05
tqwt_maxValue_dec_32,2.3816304056693577e-05
tqwt_TKEO_std_dec_28,2.3705411043720807e-05
det_TKEO_std_4_coef,2.365974102182363e-05
tqwt_kurtosisValue_dec_12,2.3390796437285887e-05
det_LT_TKEO_mean_3_coef,2.151656521610178e-05
det_LT_TKEO_mean_10_coef,1.9011846681965947e-05
b1,1.891331904731275e-05
tqwt_TKEO_std_dec_3,1.8864625984357256e-05
tqwt_energy_dec_7,1.876559328968894e-05
tqwt_energy_dec_10,1.7109277494497146e-05
det_TKEO_mean_6_coef,1.6444127155142285e-05
det_LT_TKEO_std_10_coef,1.6198270508631265e-05
tqwt_TKEO_std_dec_35,1.614821302562146e-05
det_TKEO_mean_10_coef,1.530859416654086e-05
det_TKEO_mean_2_coef,1.4761996207712034e-05
tqwt_energy_dec_31,1.472745853372008e-05
det_LT_TKEO_std_8_coef,1.4436436934855518e-05
Ed_3_coef,1.441292587239248e-05
Ed2_7_coef,1.4351532432291209e-05
det_LT_TKEO_mean_8_coef,1.4131467671726089e-05
tqwt_TKEO_mean_dec_4,1.3830847660293496e-05
tqwt_maxValue_dec_30,1.3697356633057976e-05
det_TKEO_std_10_coef,1.3390909944259331e-05
tqwt_TKEO_mean_dec_35,1.3078372186744949e-05
det_TKEO_mean_4_coef,1.251098912552216e-05
det_TKEO_std_3_coef,1.2471785211295327e-05
det_TKEO_std_6_coef,1.223079356311946e-05
tqwt_stdValue_dec_33,1.1527347397294569e-05
tqwt_TKEO_mean_dec_5,1.1133877016097965e-05
tqwt_TKEO_std_dec_29,1.0775187157456716e-05
tqwt_stdValue_dec_32,1.0189555334915023e-05
tqwt_TKEO_mean_dec_36,9.767519652248496e-06
tqwt_stdValue_dec_30,9.295076844435039e-06
tqwt_TKEO_mean_dec_29,8.721371352733034e-06
tqwt_kurtosisValue_dec_8,8.150969062263944e-06
tqwt_TKEO_std_dec_34,8.069622887039628e-06
tqwt_kurtosisValue_dec_11,7.69775453921959e-06
det_LT_TKEO_mean_7_coef,7.657704355494258e-06
tqwt_TKEO_std_dec_4,7.458966526962117e-06
tqwt_TKEO_mean_dec_6,7.235667955849804e-06
tqwt_TKEO_std_dec_36,5.921046172135168e-06
tqwt_kurtosisValue_dec_23,5.789556724714321e-06
tqwt_TKEO_mean_dec_30,5.477017478072602e-06
tqwt_TKEO_std_dec_5,5.272875517756367e-06
tqwt_TKEO_mean_dec_31,5.078445304412923e-06
det_LT_TKEO_std_7_coef,5.049656208723104e-06
tqwt_TKEO_mean_dec_34,4.693107010782245e-06
det_TKEO_mean_3_coef,4.508182250731382e-06
tqwt_TKEO_std_dec_31,4.394978324948503e-06
tqwt_kurtosisValue_dec_9,3.4928166901508485e-06
tqwt_TKEO_std_dec_6,3.0899340988698534e-06
tqwt_TKEO_std_dec_30,3.0320992602632917e-06
det_TKEO_std_8_coef,3.0287236336310247e-06
det_TKEO_mean_7_coef,2.403739801832926e-06
det_TKEO_mean_8_coef,2.386329464930904e-06
tqwt_kurtosisValue_dec_24,1.6844297270895444e-06
tqwt_energy_dec_36,1.6580833545749158e-06
tqwt_kurtosisValue_dec_10,1.5010392238495177e-06
det_TKEO_std_7_coef,1.4389705177542735e-06
tqwt_energy_dec_6,1.3103062136490305e-06
tqwt_energy_dec_32,9.210024473290723e-07
tqwt_TKEO_std_dec_32,8.744042306584179e-07
tqwt_energy_dec_34,8.317415013732756e-07
tqwt_TKEO_std_dec_33,8.28403543613923e-07
tqwt_TKEO_mean_dec_32,7.945745679314901e-07
tqwt_energy_dec_33,6.792608150968894e-07
tqwt_TKEO_mean_dec_33,5.576214052135194e-07
tqwt_energy_dec_35,5.479959664820983e-07
tqwt_meanValue_dec_33,6.878325030874877e-36
tqwt_meanValue_dec_28,4.901431074614552e-36
tqwt_meanValue_dec_27,2.0036461544387765e-36
tqwt_meanValue_dec_23,9.108274916604185e-37
tqwt_meanValue_dec_29,7.051356236262818e-37
tqwt_meanValue_dec_19,5.980642609287791e-37
tqwt_meanValue_dec_32,5.879062144451499e-37
tqwt_meanValue_dec_26,4.112006642523475e-37
tqwt_meanValue_dec_22,3.2942901010571988e-37
tqwt_meanValue_dec_24,3.0160636181126525e-37
tqwt_meanValue_dec_34,2.697146619777536e-37
tqwt_meanValue_dec_25,2.5500879203520714e-37
tqwt_meanValue_dec_18,1.9652394353921174e-37
tqwt_meanValue_dec_31,1.8523460426987714e-37
tqwt_meanValue_dec_35,1.699662595990421e-37
tqwt_meanValue_dec_30,1.6269520109888552e-37
tqwt_meanValue_dec_21,1.3169316116601476e-37
tqwt_meanValue_dec_15,1.0036806339810898e-37
tqwt_meanValue_dec_20,3.71975418535082e-38
tqwt_meanValue_dec_14,3.06325760575517e-38
tqwt_meanValue_dec_17,2.1921410057437682e-38
tqwt_meanValue_dec_16,1.3196144629488838e-38
tqwt_meanValue_dec_12,1.18326118178521e-38
tqwt_meanValue_dec_13,8.646837824757278e-39
tqwt_meanValue_dec_11,4.206746246301504e-39
tqwt_meanValue_dec_10,4.39047958833006e-40
tqwt_meanValue_dec_7,4.338138272661186e-40
tqwt_meanValue_dec_9,2.0827098093380714e-40
tqwt_meanValue_dec_8,9.885122662005888e-41
tqwt_meanValue_dec_3,3.893426460085649e-41
tqwt_meanValue_dec_6,2.8057103110896836e-41
tqwt_meanValue_dec_4,1.1152647742785247e-41
tqwt_meanValue_dec_5,8.677246097397725e-42
tqwt_meanValue_dec_1,7.550302301838575e-42
tqwt_meanValue_dec_2,6.335670126118544e-42
