,score
tqwt_TKEO_mean_dec_20,0.00019771929127167833
tqwt_maxValue_dec_35,0.00018829637042934368
tqwt_kurtosisValue_dec_33,0.00018611033774623814
tqwt_stdValue_dec_26,0.0001858656841896831
tqwt_entropy_shannon_dec_2,0.00018194607938581416
tqwt_kurtosisValue_dec_25,0.000175208071735242
tqwt_TKEO_std_dec_22,0.00016062886064628778
tqwt_maxValue_dec_34,0.0001568335358227037
tqwt_entropy_shannon_dec_1,0.00015682199070079296
tqwt_kurtosisValue_dec_15,0.00015407624730842415
det_LT_TKEO_std_4_coef,0.0001463482496226681
tqwt_TKEO_std_dec_21,0.0001451973591197684
tqwt_TKEO_mean_dec_2,0.00014503427084121514
Ed2_4_coef,0.00013700820342873793
det_LT_TKEO_mean_4_coef,0.00013193793767058052
Ed_10_coef,0.00012596638219257873
tqwt_TKEO_mean_dec_21,0.00011697618163227504
tqwt_TKEO_std_dec_8,0.00010864832065170649
VFER_SNR_SEO,0.00010817197053764017
tqwt_TKEO_mean_dec_8,0.00010770727164276917
tqwt_stdValue_dec_34,0.00010694954843099626
GNE_std,9.840301157766942e-05
GNE_SNR_TKEO,9.592180365332645e-05
tqwt_TKEO_mean_dec_1,9.360004421542392e-05
det_LT_TKEO_mean_9_coef,9.158012968433251e-05
tqwt_energy_dec_29,9.031470322704946e-05
det_LT_TKEO_std_9_coef,8.714799632135173e-05
